id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,original_language,release_year
109451,Cloudy with a Chance of Meatballs 2,2013-09-26,6.1967,6.453,3462,"[16, 10751, 35]","After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",en,2013
516729,Paddington in Peru,2024-11-08,6.4287,6.822,675,"[12, 35, 10751]","Paddington travels to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown Family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey through the Amazon rainforest and up to the mountain peaks of Peru.",en,2024
531219,Roald Dahl's The Witches,2020-10-26,5.6095,6.337,2976,"[35, 14, 10751, 27]","In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",en,2020
975,Paths of Glory,1957-10-25,6.0277,8.256,3260,"[10752, 18]",A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,en,1957
30014,House by the River,1950-03-23,6.1512,6.8,113,"[53, 80, 18]","Wealthy writer Stephen Byrne tries to seduce the family maid, but when she resists, he kills her. Long jealous of his brother John, Stephen does his best to pin the blame for the murder on his sibling. Also affected by Stephen's arrogant dementia is his long-suffering wife Marjorie.",en,1950
399174,Isle of Dogs,2018-03-23,6.1202,7.848,5372,"[12, 35, 16]","In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island used as a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",en,2018
8393,The Gods Must Be Crazy,1980-09-10,5.8652,7.256,1304,"[28, 35]",A Coca-Cola bottle dropped from an airplane raises havoc among a normally peaceful tribe of African bushmen who believe it to be a utensil of the gods.,en,1980
899082,Harry Potter 20th Anniversary: Return to Hogwarts,2022-01-01,5.4322,7.309,3509,[99],"An enchanting making-of story told through all-new in-depth interviews and cast conversations, inviting fans on a magical first-person journey through one of the most beloved film franchises of all time.",en,2022
565770,Blue Beetle,2023-08-16,5.8843,6.632,3075,"[28, 878, 12]","Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",en,2023
45612,Source Code,2011-03-30,5.7833,7.31,9062,"[53, 878, 9648]","When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.",en,2011
856289,Creation of the Gods I: Kingdom of Storms,2023-07-15,6.1789,7.1,476,"[28, 14, 10752]","Based on the most well-known classical fantasy novel of China, Fengshenyanyi, the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans, immortals and monsters, which happened more than three thousand years ago.",zh,2023
249070,Hitman: Agent 47,2015-08-20,6.1506,5.898,3277,"[28, 80, 53]",An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,en,2015
508965,Klaus,2019-11-08,5.7548,8.221,4639,"[16, 10751, 35]","A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it.",en,2019
507241,The Killer's Game,2024-09-12,5.259,6.407,538,"[28, 35, 53]","When top hitman Joe Flood is diagnosed with a terminal illness, he decides to take matters into his own hands – by taking a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues and win back the love of his life before it's too late.",en,2024
14001,Dead Silence,2007-03-16,6.1223,6.448,2436,[27],"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",en,2007
682012,Little Amélie or the Character of Rain,2025-06-25,6.1119,7.9,165,"[16, 18, 10751]","The world is a perplexing, peaceful mystery to Amélie until a miraculous encounter with chocolate ignites her wild sense of curiosity. As she develops a deep attachment to her family's housekeeper, Nishio-san, Amélie discovers the wonders of nature as well as the emotional truths hidden beneath the surface of her family's idyllic life as foreigners in post-war Japan.",fr,2025
488623,Forgotten,2017-11-29,5.3084,7.883,1319,"[53, 9648, 80]","Jin-seok, 21-year-old, moves into a new house with his family. He suffers from a slight schizophrenia but he carries an ordinary life under the warm care of the family. His older brother Yu-seok is a decent college student, a mentor, and role model for Jin-seok.  One night, his beloved brother is kidnapped by unidentified assailants before Jin-seok's eye. Jin-seok can’t recognize their faces, but can remember only the VIN that matches with no car. After long silence of 19 days, suddenly Yu-seok returns home, but remembers nothing which had happened in the meantime. And soon Jin-seok feels Yu-seok is a total stranger.",ko,2017
417261,Forever My Girl,2018-01-26,5.088,7.603,1373,"[10749, 18]","After being gone for a decade, a country star returns home to the love he left behind.",en,2018
1151334,Eenie Meanie,2025-08-21,5.9417,6.306,307,"[53, 28, 35]",A former teenage getaway driver gets dragged back into her unsavory past when a former employer offers her a chance to save the life of her chronically unreliable ex-boyfriend.,en,2025
87502,Flight,2012-02-22,6.25,6.859,6419,[18],"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",en,2012
402897,The Death of Stalin,2017-10-20,5.1483,7.021,2125,"[35, 18, 36]","When dictator Joseph Stalin dies, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. As they bumble, brawl and back-stab their way to the top, the question remains — just who is running the government?",en,2017
390043,The Hitman's Bodyguard,2017-08-16,5.3294,6.894,6637,"[28, 35, 80, 53]","The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",en,2017
610150,Dragon Ball Super: Super Hero,2022-06-11,6.1365,7.877,3001,"[16, 878, 28]","The Red Ribbon Army, an evil organization that was once destroyed by Goku in the past, has been reformed by a group of people who have created new and mightier Androids, Gamma 1 and Gamma 2, and seek vengeance against Goku and his family.",ja,2022
365177,Borderlands,2024-08-07,5.8303,5.604,1471,"[28, 878, 35]","Returning to her home planet, an infamous bounty hunter forms an unexpected alliance with a team of unlikely heroes. Together, they battle monsters and dangerous bandits to protect a young girl who holds the key to unimaginable power.",en,2024
1405338,Demon City,2025-02-26,6.0873,6.904,322,"[28, 80, 14, 53]","Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",ja,2025
372754,Dou kyu sei – Classmates,2016-02-20,5.2824,8.284,437,"[10749, 16]","Rihito Sajo, an honor student with a perfect score on the entrance exam and Hikaru Kusakabe, in a band and popular among girls, would have never crossed paths. Until one day they started talking at the practice for their school’s upcoming chorus festival. After school, the two meet regularly, as Hikaru helps Rihito to improve his singing skills. While they listen to each other’s voice and harmonize, their hearts start to beat together.",ja,2016
253376,In Darkness We Fall,2014-01-24,5.233,5.869,183,"[27, 12]","Three boys and two girls go backpacking from the city to a paradisiacal island. There they rent motorcycles, travel around the prettiest and most remote spots, camp out in the woods, on a coastal cliff, get drunk and swim in the sea. The following day they enter a deep, maze-like cave to explore it and get lost inside.",es,2014
949423,Pearl,2022-09-16,6.7162,7.2,2536,"[27, 53]","Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.",en,2022
508439,Onward,2020-02-29,6.0293,7.641,6544,"[16, 10751, 14, 12, 35]","In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",en,2020
11778,The Deer Hunter,1978-12-08,5.871,7.975,4214,"[18, 10752]","Three steelworkers enlist in the army and are sent to Vietnam, one leaving behind a rushed marriage, the others a shared love. What they encounter during the war changes their lives forever.",en,1978
55301,Alvin and the Chipmunks: Chipwrecked,2011-12-14,5.6195,5.703,2342,"[35, 14, 10751, 10402, 16]","Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",en,2011
17529,True Grit,1969-06-11,5.7702,7.332,849,"[37, 18]","The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done.",en,1969
704239,The Union,2024-08-15,5.9815,6.079,1150,"[28, 35]",A New Jersey construction worker goes from regular guy to aspiring spy when his long-lost high school sweetheart recruits him for an espionage mission.,en,2024
137409,Cold War,2012-11-08,5.6683,6.665,194,"[28, 53]","Five police officers in Hong Kong are kidnapped. The police commissioner is on a business trip overseas. Two vice commissioners, Sean Rau and M.B. Lee, then take over the case. The two vice commissioners are rivals who both vie for the police commissioner seat. At first, M.B. Lee takes the lead in the case, but comes to a dead end. Sean Lau then takes the lead, but he falls into a trap. Both men are then investigated by the ICAC (Independent Commission Against Corruption).",cn,2012
1290879,The Woman in Cabin 10,2025-10-09,5.5495,6.194,982,"[9648, 53, 80]","On a lavish yacht for an assignment, a journalist sees a passenger go overboard. But when no one believes her, she risks her life to uncover the truth.",en,2025
206487,Predestination,2014-08-28,5.7537,7.415,7045,"[878, 53]","Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",en,2014
228165,The SpongeBob Movie: Sponge Out of Water,2015-01-28,5.4159,6.099,2517,"[12, 16, 35, 10751, 14]","Evil pirate Burger Beard is in search of the final page of a magical book that makes any evil plan he writes in it come true, but the final page happens to be the Krabby Patty secret formula. When Burger Beard endangers Bikini Bottom, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton must embark on a quest to retrieve the recipe and save their city...a quest that takes them to the surface world and transforms them into superheroes.",en,2015
100042,Dumb and Dumber To,2014-11-12,5.5537,5.573,3405,[35],"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",en,2014
774825,The Ice Age Adventures of Buck Wild,2022-01-28,6.2502,6.562,1814,"[16, 35, 10751, 12]",The fearless one-eyed weasel Buck teams up with mischievous possum brothers Crash & Eddie as they head off on a new adventure into Buck's home: The Dinosaur World.,en,2022
11360,Dumbo,1941-10-31,5.7225,7.0,5270,"[16, 10751]","Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.",en,1941
57165,Wrath of the Titans,2012-03-28,6.1665,5.761,4489,"[14, 12, 28]","Perseus tries to live a quieter life as a village fisherman while – dangerously weakened by humanity's lack of devotion – the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",en,2012
14677,Last Train from Gun Hill,1959-07-29,5.4997,7.13,220,[37],"A marshal tries to bring the son of an old friend, an autocratic cattle baron, to justice for the rape and murder of his wife.",en,1959
8329,[REC],2007-11-23,5.4929,7.226,4832,"[27, 9648]",A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,es,2007
2300,Space Jam,1996-11-15,6.1408,6.808,6385,"[10751, 16, 878, 14, 35]","With their freedom on the line, the Looney Tunes seek the help of NBA superstar Michael Jordan to win a basketball game against a team of moronic aliens.",en,1996
745881,The Medium,2021-07-14,5.5928,6.999,739,"[27, 9648]","A shaman's family learn that their goddess is supposedly controlling one of them. However, their lives take a frightening turn when they realise the goddess has nothing to do with the possession.",th,2021
49017,Dracula Untold,2014-10-01,5.2331,6.45,6470,"[27, 28, 14]","Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire, Dracula.",en,2014
379686,Space Jam: A New Legacy,2021-07-08,5.8276,6.64,4207,"[10751, 35, 12, 16, 878]","When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",en,2021
2310,Beowulf,2007-11-05,7.17,5.914,3041,"[12, 28, 16]","A 6th-century Scandinavian warrior named Beowulf embarks on a mission to slay the man-like ogre, Grendel.",en,2007
14684,School Ties,1992-09-18,5.4335,6.491,426,[18],"When David Greene receives a football scholarship to a prestigious prep school in the 1950s, he feels pressure to hide the fact that he is Jewish from his classmates and teachers, fearing that they may be anti-Semitic. He quickly becomes the big man on campus thanks to his football skills, but when his Jewish background is discovered, his worst fears are realized and his friends turn on him with violent threats and public ridicule.",en,1992
1907,The Beach,2000-02-03,7.0348,6.484,4690,"[18, 12, 10749, 53]","Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",en,2000
467244,The Zone of Interest,2023-12-15,5.547,7.016,2576,"[18, 36, 10752]","The commandant of Auschwitz, Rudolf Höss, and his wife Hedwig, strive to build a dream life for their family in a house and garden next to the camp.",en,2023
434203,Newness,2017-11-03,6.1358,6.0,624,"[10749, 18]","In contemporary Los Angeles, two millennials navigating a social media–driven hookup culture begin a relationship that pushes both emotional and physical boundaries.",en,2017
578701,Those Who Wish Me Dead,2021-05-05,5.8285,6.61,1819,"[53, 28]","A young boy finds himself pursued by two assassins in the Montana wilderness, with a survival expert determined to protect him, and a forest fire threatening to consume them all.",en,2021
271718,Trainwreck,2015-07-17,5.2043,5.787,2712,"[35, 10749]","Ever since her father drilled into her head that monogamy isn't realistic, magazine writer Amy has made promiscuity her credo. As much as she enjoys an uninhibited life free of commitment, Amy is really in a rut. While writing a profile about charming and successful sports doctor Aaron Conners, she finds herself actually falling in love for the first time -- and what's more, Aaron seems to really like her too. Amy starts to wonder if it's time to clean up her act and face her fears.",en,2015
43074,Ghostbusters,2016-07-14,6.064,5.347,6757,"[28, 14, 35]","Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",en,2016
556574,Hamilton,2025-09-05,5.5265,7.764,104,"[36, 18]","Presenting the tale of American founding father Alexander Hamilton, this filmed version of the original Broadway smash hit is the story of America then, told by America now.",en,2025
1700,Misery,1990-11-30,6.0308,7.747,5201,"[18, 53]","After an accident, acclaimed novelist Paul Sheldon is rescued by a nurse who claims to be his biggest fan.  Her obsession takes a dark turn when she holds him captive in her remote Colorado home and forces him to write back to life the popular literary character he killed off.",en,1990
613,Downfall,2004-09-16,5.6889,7.861,4279,"[18, 36, 10752]","In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.",de,2004
629176,Samaritan,2022-08-25,6.1055,6.649,2181,"[878, 80, 28]","Thirteen year old Sam Cleary suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 25 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin.",en,2022
10775,Infernal Affairs,2002-12-12,5.4078,7.8,1850,"[18, 28, 53, 80, 9648]","Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.",cn,2002
9378,Thir13en Ghosts,2001-10-25,5.9709,6.285,2344,"[27, 53]","Arthur and his two children inherit his uncle's estate: a glass house that serves as a prison to twelve ghosts. When the family, accompanied by a nanny and an attorney, enter the house they find themselves trapped inside an evil machine 'designed by the Devil and powered by the dead' to open the Eye of Hell. Aided by a ghost hunter and his rival, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",en,2001
37786,Sex and the City 2,2010-05-26,5.5598,6.1,1721,"[35, 18, 10749]","Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",en,2010
13700,Home on the Range,2004-04-02,6.1532,6.05,2143,"[16, 10751]","When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",en,2004
75258,Secret of the Wings,2012-08-17,6.4973,7.2,1351,"[16, 10751, 14, 12]",Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,en,2012
267935,The BFG,2016-06-01,5.857,6.288,3612,"[12, 10751, 14]","An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",en,2016
13009,Zombie Strippers!,2008-04-18,5.7972,4.8,423,"[35, 27, 878]","In the not too distant future a secret government re-animation chemo-virus gets released into conservative Sartre, Nebraska and lands in an underground strip club. As the virus begins to spread, turning the strippers into ""Super Zombie Strippers"" the girls struggle with whether or not to conform to the new ""fad"" even if it means there's no turning back.",en,2008
228326,The Book of Life,2014-10-01,5.7352,7.531,2916,"[16, 10751, 14]","The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans fantastical worlds where he must face his greatest fears.",en,2014
334,Magnolia,1999-12-17,5.7787,7.7,3981,[18],"On one random day in the San Fernando Valley, a dying father, a young wife, a male caretaker, a famous lost son, a police officer in love, a boy genius, an ex-boy genius, a game show host and an estranged daughter will each become part of a dazzling multiplicity of plots, but one story.",en,1999
685274,Mobile Suit Gundam Hathaway,2021-06-11,5.5125,7.214,145,"[16, 28, 18, 878]","Twelve years after Char's rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.",ja,2021
747188,Asteroid City,2023-06-08,5.9872,6.454,2460,"[35, 18]","In an American desert town circa 1955, the itinerary of a Junior Stargazer/Space Cadet convention is spectacularly disrupted by world-changing events.",en,2023
20662,Robin Hood,2010-05-12,5.9749,6.396,4996,"[28, 12, 36, 18]","When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",en,2010
18360,Night at the Museum: Battle of the Smithsonian,2009-05-20,5.4151,6.153,7268,"[12, 14, 28, 35, 10751]","Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",en,2009
6557,27 Dresses,2008-01-10,5.7047,6.454,3397,"[35, 10749]",Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,en,2008
12279,Spy Kids 3-D: Game Over,2003-07-25,5.1482,5.141,2357,"[10751, 28, 35, 12, 878]","Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",en,2003
760329,The Smashing Machine,2025-10-01,5.8519,6.428,565,"[18, 36, 28]","In the late 1990s, up-and-coming mixed martial artist Mark Kerr aspires to become the greatest fighter in the world. However, he must also battle his opioid dependence and a volatile relationship with his girlfriend Dawn.",en,2025
761053,Gabriel's Inferno: Part III,2020-11-19,5.8719,8.341,1083,"[10749, 18]",The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,en,2020
187017,22 Jump Street,2014-06-05,6.4221,6.825,8489,"[80, 35, 28]","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",en,2014
576845,Last Night in Soho,2021-10-21,5.56,7.277,3838,"[27, 9648]","A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",en,2021
1487,Hellboy,2004-04-02,6.2075,6.674,7388,"[14, 28]","In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before they summon a baby demon who is rescued by Allied forces and dubbed ""Hellboy"". Sixty years later, Hellboy serves the cause of good rather than evil as an agent in the Bureau of Paranormal Research & Defense, along with Abe Sapien - a merman with psychic powers, and Liz Sherman - a woman with pyrokinesis, protecting America against dark forces.",en,2004
518068,Along with the Gods: The Last 49 Days,2018-08-01,5.3378,8.034,745,"[28, 12, 14, 53]","As the deceased soul Ja-hong and his three afterlife guardians prepare for their remaining trials for reincarnation, the guardians soon come face to face with the truth of their tragic time on Earth 1,000 years earlier.",ko,2018
1181540,Guns Up,2025-05-15,5.7173,6.507,221,"[28, 35, 80]","When a job goes horribly wrong, an ex-cop and family man who moonlights as a mob henchman has one night to get his family out of the city.",en,2025
14869,G.I. Joe: The Rise of Cobra,2009-08-03,5.6902,5.782,4892,"[12, 28, 53, 878]","From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",en,2009
931349,Ash,2025-03-20,5.4549,5.166,434,"[27, 878, 53]","On the mysterious planet of Ash, Riya awakens to find her crew slaughtered. When a man named Brion arrives to rescue her, an ordeal of psychological and physical terror ensues while Riya and Brion must decide if they can trust one another to survive.",en,2025
10030,Good Luck Chuck,2007-09-21,5.2051,5.9,1640,"[35, 10749]","Cursed since childhood, dentist Charlie Logan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",en,2007
8810,Mad Max 2,1981-12-24,5.9828,7.385,4151,"[12, 28, 53, 878]","Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",en,1981
655,"Paris, Texas",1984-07-16,5.4616,8.095,2199,[18],"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",en,1984
154400,The Drop,2014-09-12,5.9935,6.8,2409,"[18, 80]","Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",en,2014
1825,Over the Top,1987-02-13,5.7254,6.454,1851,"[28, 18]","Lincoln Hawk a hard-luck big-rig trucker takes us under the glaring Las Vegas lights for all the boisterous action of the World Armwrestling Championship. Relying on wits and willpower, Hawk tries to rebuild his life by capturing the first-place prize money, and the love of the son he abandoned years earlier into the keeping of his rich, ruthless father-in-law.",en,1987
72559,G.I. Joe: Retaliation,2013-03-27,6.1548,5.65,5744,"[28, 878, 12, 53]","Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",en,2013
10066,House of Wax,2005-05-05,5.9586,6.0,3314,"[27, 53, 9648]",A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,en,2005
9335,Transporter 2,2005-08-03,6.3045,6.329,3925,"[28, 53, 80]","Professional driver, and former Special Forces officer, Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policy director and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",en,2005
1106289,The Pickup,2025-07-27,6.0128,6.426,460,"[28, 35, 80]",A routine cash pickup takes a wild turn when mismatched armored truck drivers Russell and Travis are ambushed by ruthless criminals led by savvy mastermind Zoe.,en,2025
548,Rashomon,1950-08-26,5.784,8.041,2503,"[80, 18, 9648]",Four people recount different versions of the story of a man's murder and the rape of his wife.,ja,1950
619,The Bodyguard,1992-11-25,5.2068,6.704,3225,"[28, 18, 10749]","A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",en,1992
37686,Super 8,2011-06-09,5.7937,6.774,7042,"[53, 878, 9648]","In late 1970s Ohio, a group of friends filming a homemade zombie movie witness a devastating train derailment. Soon after, their quiet town is gripped by unexplained disappearances, strange phenomena, and a growing sense of fear, as they uncover that something terrifying has been set loose.",en,2011
1149504,Honey Don't!,2025-08-21,6.0301,5.581,370,"[35, 80, 9648, 53]","Honey O'Donahue, a small-town private investigator, delves into a series of strange deaths tied to a mysterious church.",en,2025
11283,Nanny McPhee,2005-10-21,5.9753,6.688,3210,"[14, 35, 10751]","Widower Cedric Brown hires Nanny McPhee to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch, threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",en,2005
117251,White House Down,2013-06-27,5.4183,6.465,5075,"[28, 18, 53]","Capitol Policeman John Cale has just been denied his dream job with the Secret Service protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",en,2013
646389,Plane,2023-01-11,5.8501,6.897,2639,"[28, 12, 53]","After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",en,2023
136797,Need for Speed,2014-03-12,6.2856,6.434,4677,"[28, 80, 18, 53]","The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",en,2014
505262,My Hero Academia: Two Heroes,2018-08-03,5.7165,7.88,1096,"[16, 28, 12, 14]","All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.",ja,2018
